"Offense","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","Season #G","Season SOS","Playoffs #G","Playoffs SOS","All #G","All SOS"
"MIN","4.191346637203437","4.442806901419217","6.730580172043106","8.673314689543648","4.989928695644156","","7.011887153975767","3.5782242420395733","3.8906313081936093","4.191346637203437","5.125779916207326","4.198457392004571","5.793046299988092","0","3.5782242420395733","10","5.7292486706632495","13","4.603296121327677","3","8.145099475725457","16","8.553480276444908"
"NE","2.6630790046818342","3.7512963788199167","4.194792220866963","3.8906313081936093","7.07829755363392","5.7292486706632495","5.122386377581071","8.673314689543648","4.191346637203437","3.5782242420395733","","3.4039783162779322","3.8906313081936093","4.539456952557035","4.621214255577892","5.7292486706632495","1.6072865994906016","13","3.860007853288611","3","2.4953677609514657","16","2.927315323806423"
"NO","3.5782242420395733","3.5471979330182424","7.07829755363392","4.198457392004571","4.539456952557035","4.484278613087993","4.325101201899656","","4.5170446066345855","5.793046299988092","4.033288457238207","8.140639725680705","4.191346637203437","5.793046299988092","6.730580172043106","8.433609723227711","4.198457392004571","13","4.694277618420292","3","8.187512012558889","16","8.388935742547952"
"NYG","6.5956021933568625","3.7275051589172254","8.29417268130779","8.433609723227711","10","4.989928695644156","1.494772566078018","","0.6863385991531568","10","3.7669971783543685","6.081630385400041","5.4603164546347704","2.6630790046818342","4.5170446066345855","3.5782242420395733","6.5956021933568625","13","6.327534675884455","3","4.596318027779237","16","6.953294154336613"
"NYJ","8.29417268130779","4.191346637203437","3.5782242420395733","4.442806901419217","4.5170446066345855","0","10","7.07829755363392","4.621214255577892","3.8906313081936093","2.9179069327962415","8.673314689543648","","1.6072865994906016","8.433609723227711","0","4.539456952557035","13","3.1385633096581937","3","3.2758419640183623","16","5.349899494382249"
"PHI","10","8.29417268130779","4.442806901419217","3.7275051589172254","4.194792220866963","5.793046299988092","7.604476984224233","10","4.484278613087993","","3.2908194186532045","6.5956021933568625","8.433609723227711","6.081630385400041","2.6630790046818342","1.2964632854891325","5.4603164546347704","13","10","3","0.5444913430650443","16","9.273907877012542"
"PIT","4.198457392004571","0","8.140639725680705","4.5170446066345855","6.081630385400041","6.730580172043106","5.753196873693401","4.5170446066345855","","8.140639725680705","0","1.6072865994906016","1.2964632854891325","4.194792220866963","3.5471979330182424","5.793046299988092","8.29417268130779","13","0","3","6.859021478362221","16","1.7978935240240626"
"SEA","0","8.433609723227711","10","3.4039783162779322","5.4603164546347704","1.6072865994906016","5.328083231142443","4.442806901419217","8.433609723227711","7.07829755363392","","5.4603164546347704","6.5956021933568625","4.484278613087993","0.6863385991531568","3.7275051589172254","5.793046299988092","13","5.859083605734306","3","1.1494822436595595","16","4.887196115040695"
"SF","3.7275051589172254","8.673314689543648","8.433609723227711","1.6072865994906016","2.6630790046818342","10","4.840660741926195","","7.07829755363392","6.5956021933568625","4.137060805166843","2.6630790046818342","4.484278613087993","3.7275051589172254","3.4039783162779322","4.621214255577892","0.6863385991531568","13","8.373899145732267","3","0","16","7.0489410876959795"
"TB","8.140639725680705","4.5170446066345855","4.539456952557035","4.191346637203437","6.5956021933568625","3.7512963788199167","6.679160744590598","4.198457392004571","4.442806901419217","","3.1049933194087047","5.793046299988092","3.4039783162779322","3.5471979330182424","4.989928695644156","4.198457392004571","3.7275051589172254","13","4.080828460629378","3","3.2318912166561065","16","4.434049224303038"
